Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Mads Roerslev,Brentford,1.0,29.3,18.9,68.9,3.0,2.0,1.0,,,0.5,42.3,2.8,61.0,1.4,2.0,0.06,0.1,0.9,1.0,0.04,0.5,,,1.0,0.9,19.0,0.0,14.3,0.1,3.0,,,,,6.58,0.0,0.2,0.9,,,1.4,64.6,2.0,1.4,1.0,0.0,15.0,0.7,0.3,1.0,1987,34,DEN,14.3,1.0,0.05,0.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,77.61904761904762,76.19047619047619,35.23809523809524,51.42857142857142,2.857142857142857,1.9047619047619049,0.9523809523809524,13.333333333333334,7.6190476190476195,,,,,,,,,,,,29.7,77.61904761904762,76.19047619047619,35.23809523809524,51.42857142857142,2.857142857142857,48.7,1.9047619047619049,0.9523809523809524,13.333333333333334,7.6190476190476195,6.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Malo Gusto,Chelsea,1.5,61.2,55.7,89.2,8.0,6.0,3.0,,,0.9,45.9,1.9,37.0,3.3,6.0,0.17,0.3,0.9,0.9,0.05,1.1,,,,0.9,17.0,0.3,33.3,0.2,4.0,1.0,27.0,,,7.13,0.0,0.5,2.1,,,1.4,49.1,6.0,3.3,,,32.0,1.6,0.8,7.0,1755,27,FRA,0.0,0.0,0.0,1.0,DF,20.0,Defender,9.0,7.0,1.2857142857142858,100.0,77.61904761904762,10.476190476190476,35.23809523809524,15.714285714285714,10.476190476190476,77.14285714285715,82.85714285714286,35.23809523809524,91.42857142857143,,,,,,,,,,,,48.5,77.61904761904762,10.476190476190476,35.23809523809524,15.714285714285714,10.476190476190476,29.9,77.14285714285715,82.85714285714286,35.23809523809524,91.42857142857143,71.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Manuel Akanji,Manchester City,2.9,68.1,77.1,93.8,,,2.0,,,0.1,50.0,2.2,61.0,1.8,0.0,0.06,0.0,1.9,1.4,0.07,0.6,,,2.0,0.8,23.0,0.2,33.3,0.4,12.0,,,,,7.31,0.0,0.3,2.3,,,1.0,66.7,,,2.0,0.0,13.0,0.5,0.5,2.0,2513,30,SUI,13.3,2.0,0.07,1.0,"DF,MF",28.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,85.71428571428571,22.857142857142858,23.333333333333332,32.857142857142854,97.14285714285714,97.14285714285714,77.14285714285715,98.09523809523809,,,,,,,,,,,,64.3,44.285714285714285,85.71428571428571,22.857142857142858,23.333333333333332,32.857142857142854,41.8,97.14285714285714,97.14285714285714,77.14285714285715,98.09523809523809,92.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Marc Cucurella,Chelsea,0.8,27.3,46.2,86.7,1.0,2.0,2.0,,,0.2,36.4,1.7,33.0,1.2,2.0,0.06,0.1,1.1,1.3,0.06,1.2,,,,1.1,22.0,0.2,50.0,0.7,13.0,1.0,21.0,1.0,1.8,6.97,1.0,0.4,1.5,,,1.9,61.3,2.0,1.2,,,19.0,1.0,0.4,10.0,1784,21,ESP,0.0,0.0,0.0,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,96.19047619047619,56.19047619047619,62.38095238095238,9.523809523809524,62.38095238095238,65.71428571428571,69.52380952380952,5.714285714285714,4.761904761904762,,,,,,,,,,,,48.0,96.19047619047619,56.19047619047619,62.38095238095238,9.523809523809524,62.38095238095238,57.3,65.71428571428571,69.52380952380952,5.714285714285714,4.761904761904762,36.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Marc Guehi,Crystal Palace,3.8,48.0,50.4,87.2,1.0,1.0,,,,0.3,63.6,3.9,88.0,1.0,1.0,0.04,0.0,0.7,,0.03,0.6,,,,0.8,18.0,,,0.8,17.0,,,,,6.79,0.0,,,,,0.8,67.9,1.0,1.0,,,7.0,0.3,0.2,2.0,2022,25,ENG,0.0,0.0,0.0,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,89.52380952380953,22.857142857142858,73.33333333333333,70.47619047619048,70.47619047619048,72.38095238095238,88.57142857142857,72.38095238095238,,,,,,,,,,,,65.0,24.761904761904763,89.52380952380953,22.857142857142858,73.33333333333333,70.47619047619048,56.2,70.47619047619048,72.38095238095238,88.57142857142857,72.38095238095238,76.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Marcos Senesi,Bournemouth,5.0,44.2,39.6,78.5,2.0,5.0,,,,0.4,57.9,4.2,105.0,2.6,5.0,0.1,0.2,2.1,2.2,0.08,1.6,,,4.0,1.4,35.0,0.2,30.8,0.9,23.0,,,,,7.2,1.0,0.4,3.0,,,1.3,58.2,5.0,2.6,4.0,0.0,22.0,0.9,0.5,13.0,2247,31,ARG,30.8,4.0,0.16,0.0,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,69.04761904761905,40.95238095238095,85.23809523809524,79.04761904761905,78.57142857142857,49.523809523809526,28.57142857142857,96.66666666666667,62.857142857142854,,,,,,,,,,,,65.6,69.04761904761905,40.95238095238095,85.23809523809524,79.04761904761905,78.57142857142857,70.6,49.523809523809526,28.57142857142857,96.66666666666667,62.857142857142854,59.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Marcus Rashford,Manchester United,1.0,55.3,21.4,79.2,6.0,2.0,7.0,,,1.9,47.5,0.8,20.0,2.8,2.0,0.11,0.1,7.4,7.1,0.29,0.5,,,7.0,0.2,4.0,0.8,33.9,0.0,1.0,,,1.0,0.8,6.98,0.0,0.6,1.4,,,0.5,63.2,2.0,2.8,7.0,2.0,25.0,1.0,2.4,2.0,2278,33,ENG,11.3,7.0,0.28,0.0,FW,25.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,27.77777777777778,43.67088607594937,32.91139240506329,81.0126582278481,40.50632911392405,38.607594936708864,50.63291139240506,25.949367088607595,18.9873417721519,35.80246913580247,39.6,,,,,,,,,,,,,,,,,,,,,,40.50632911392405,38.607594936708864,50.63291139240506,25.949367088607595,18.9873417721519,35.80246913580247,35.1,43.67088607594937,32.91139240506329,27.77777777777778,81.0126582278481,46.3,,,,,,,,,6.0,True,4.0,True
Marcus Tavernier,Bournemouth,1.1,42.6,25.5,79.3,7.0,4.0,3.0,,,1.9,44.4,0.8,19.0,4.2,4.0,0.18,0.2,3.9,4.2,0.17,0.8,,,3.0,0.2,5.0,0.7,30.2,0.1,3.0,,,,,7.08,2.0,0.9,2.4,,,1.4,64.2,4.0,4.2,3.0,0.0,44.0,1.9,2.2,3.0,2129,30,ENG,5.7,3.0,0.13,0.0,FW,24.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,81.48148148148148,74.0506329113924,62.65822784810127,81.0126582278481,5.69620253164557,10.759493670886076,38.607594936708864,15.18987341772152,12.025316455696203,6.172839506172839,38.8,,,,,,,,,,,,,,,,,,,,,,5.69620253164557,10.759493670886076,38.607594936708864,15.18987341772152,12.025316455696203,6.172839506172839,14.7,74.0506329113924,62.65822784810127,81.48148148148148,81.0126582278481,74.8,,,,,,,,,6.0,True,4.0,True
Mario Lemina,Wolverhampton Wanderers,1.8,50.4,37.8,86.7,3.0,1.0,4.0,,,0.8,56.8,1.7,56.0,1.3,1.0,0.04,0.0,4.6,4.7,0.14,1.3,,,4.0,1.2,41.0,0.5,37.5,0.3,9.0,,,,,7.18,4.0,0.5,3.0,,,1.8,64.4,1.0,1.3,4.0,0.0,20.0,0.6,1.5,10.0,2974,35,GAB,8.3,4.0,0.12,1.0,MF,29.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,88.17204301075269,,73.11827956989248,,,55.376344086021504,66.66666666666666,59.67741935483871,,69.35483870967742,15.686274509803921,12.903225806451612,17.741935483870968,52.1505376344086,,,,,,,51.1,,,,,,,,,,,,88.17204301075269,73.11827956989248,69.35483870967742,76.9,15.686274509803921,12.903225806451612,17.741935483870968,55.376344086021504,52.1505376344086,30.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Mark Flekken,Brentford,,,27.5,69.4,2.0,1.0,,7.0,63.0,0.1,75.0,1.1,40.0,0.2,1.0,0.0,0.0,,,,0.1,1.7,63.0,,,,,,,,1.0,37.0,,,6.56,1.0,,,3.2,115.0,0.0,100.0,1.0,0.2,,,4.0,0.1,,3.0,3285,37,NED,,,,0.0,GK,30.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Dubravka,Newcastle United,,,17.2,74.9,,,,4.0,42.0,,,0.7,16.0,0.0,0.0,0.0,0.0,,,,0.1,1.9,42.0,,,,,,,,2.0,23.0,,,6.61,1.0,,,4.0,88.0,,,,,,,1.0,0.0,,1.0,1984,23,SVK,,,,0.0,GK,34.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Ødegaard,Arsenal,1.3,60.8,47.9,86.8,17.0,10.0,4.0,,,1.1,49.3,0.1,5.0,11.2,10.0,0.32,0.3,7.4,7.0,0.22,0.9,,,8.0,0.4,15.0,0.7,29.9,0.0,1.0,,,1.0,1.0,7.64,4.0,1.2,2.3,,,0.5,34.7,10.0,11.2,8.0,2.0,102.0,3.0,2.2,2.0,3098,35,NOR,10.4,8.0,0.23,0.0,MF,24.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,8.60215053763441,,9.13978494623656,,,67.74193548387096,68.81720430107528,37.634408602150536,,30.64516129032258,97.54901960784314,99.46236559139786,92.47311827956989,69.89247311827957,,,,,,,58.2,,,,,,,,,,,,8.60215053763441,9.13978494623656,30.64516129032258,16.1,97.54901960784314,99.46236559139786,92.47311827956989,67.74193548387096,69.89247311827957,85.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Marvelous Nakamba,Luton Town,,,,,,,,,,,,,,0.5,0.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.6,,,1134,13,ZIM,,0.0,,0.0,MF,29.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,15.686274509803921,,,,,,,,,,,,,,,,,,,,,,,,,,15.686274509803921,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
Mateo Kovacic,Manchester City,1.2,54.1,83.3,94.1,3.0,0.0,1.0,,,1.2,74.1,0.6,10.0,1.9,0.0,0.11,0.0,1.3,1.1,0.07,1.0,,,1.0,0.6,10.0,0.3,22.7,0.1,1.0,,,,,7.09,0.0,0.6,2.6,,,1.5,69.4,,,1.0,0.0,21.0,1.2,1.3,4.0,1548,30,CRO,4.6,1.0,0.06,0.0,MF,29.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,77.41935483870968,,25.806451612903224,,,97.84946236559139,100.0,31.182795698924732,,52.1505376344086,55.392156862745104,55.376344086021504,17.741935483870968,76.34408602150538,,,,,,,58.9,,,,,,,,,,,,77.41935483870968,25.806451612903224,52.1505376344086,51.8,55.392156862745104,55.376344086021504,17.741935483870968,97.84946236559139,76.34408602150538,60.5,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Matheus Cunha,Wolverhampton Wanderers,0.7,56.3,23.5,81.6,7.0,7.0,6.0,,,2.3,51.2,0.7,20.0,3.0,7.0,0.11,0.3,9.5,10.5,0.35,1.1,,,12.0,0.5,13.0,1.4,52.1,0.3,7.0,,,1.0,1.8,7.29,4.0,0.8,2.2,,,0.6,53.3,7.0,3.0,12.0,1.0,28.0,1.0,2.7,9.0,2453,32,BRA,16.4,12.0,0.44,0.0,"FW,MF",24.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,27.77777777777778,43.67088607594937,81.64556962025317,93.0379746835443,68.9873417721519,55.06329113924051,63.92405063291139,85.44303797468355,89.87341772151899,64.19753086419753,67.4,,,,,,,,,,,,,,,,,,,,,,68.9873417721519,55.06329113924051,63.92405063291139,85.44303797468355,89.87341772151899,64.19753086419753,71.2,43.67088607594937,81.64556962025317,27.77777777777778,93.0379746835443,61.5,,,,,,,,,6.0,True,4.0,True
Mathias Jensen,Brentford,3.3,56.9,31.0,78.6,9.0,3.0,,,,0.7,43.9,1.0,24.0,4.8,3.0,0.19,0.1,0.7,1.1,0.03,1.1,,,3.0,0.9,23.0,0.3,50.0,0.2,6.0,,,1.0,0.8,6.95,1.0,0.6,2.5,,,1.3,59.3,3.0,4.8,3.0,0.0,41.0,1.7,0.6,5.0,2217,32,DEN,21.4,3.0,0.12,0.0,MF,27.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,52.68817204301075,,,36.55913978494624,20.43010752688172,89.24731182795699,,46.774193548387096,78.43137254901961,82.79569892473118,51.61290322580645,44.086021505376344,,,,,,,56.4,,,,,,,,,,,,61.82795698924731,52.68817204301075,46.774193548387096,53.8,78.43137254901961,82.79569892473118,51.61290322580645,36.55913978494624,44.086021505376344,58.7,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Mathias Jørgensen,Brentford,,,,,2.0,0.0,,,,,,,,0.5,0.0,,,0.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,7.0,0.6,,,1086,14,DEN,,1.0,,0.0,DF,33.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Matt Doherty,Wolverhampton Wanderers,2.3,69.0,35.2,79.3,3.0,0.0,1.0,,,0.5,46.2,2.9,37.0,0.9,0.0,0.07,0.0,0.9,1.0,0.07,1.0,,,1.0,0.6,7.0,0.2,33.3,0.4,5.0,,,,,6.61,0.0,0.2,1.6,,,1.4,58.1,,,1.0,0.0,12.0,0.9,0.7,2.0,1142,30,IRL,11.1,1.0,0.08,0.0,"DF,MF",31.0,Defender,9.0,7.0,1.2857142857142858,100.0,77.61904761904762,40.0,7.142857142857142,56.19047619047619,32.857142857142854,41.904761904761905,31.428571428571427,66.19047619047619,100.0,,,,,,,,,,,,50.4,77.61904761904762,40.0,7.142857142857142,56.19047619047619,32.857142857142854,42.8,41.904761904761905,31.428571428571427,66.19047619047619,100.0,59.9,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Matt Turner,Nottingham Forest,,,,,,,,2.0,28.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,17,USA,,,,0.0,GK,29.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matty Cash,Aston Villa,1.3,35.6,36.3,84.0,6.0,2.0,4.0,,,0.5,37.5,2.2,52.0,2.5,2.0,0.1,0.1,4.3,3.8,0.18,1.3,,,2.0,0.8,18.0,0.5,39.4,0.6,14.0,1.0,29.0,,,6.77,1.0,0.3,2.0,,,1.3,57.4,2.0,2.5,2.0,0.0,13.0,0.5,1.4,8.0,2142,29,POL,6.1,2.0,0.08,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,69.04761904761905,36.19047619047619,22.857142857142858,23.333333333333332,54.761904761904766,46.19047619047619,57.61904761904761,26.666666666666668,25.71428571428571,,,,,,,,,,,,40.3,69.04761904761905,36.19047619047619,22.857142857142858,23.333333333333332,54.761904761904766,41.2,46.19047619047619,57.61904761904761,26.666666666666668,25.71428571428571,39.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Matz Sels,Nottingham Forest,,,,,,,,1.0,27.0,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1,,,1440,16,BEL,,,,0.0,GK,31.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Aarons,Bournemouth,1.5,39.2,25.2,76.7,1.0,1.0,,,,1.0,53.8,1.5,21.0,0.9,1.0,0.07,0.1,0.0,,0.0,0.9,,,,0.6,8.0,,,0.4,5.0,1.0,20.0,,,,,0.4,1.6,,,1.4,65.5,1.0,0.9,,,7.0,0.5,0.1,1.0,1234,20,ENG,0.0,0.0,0.0,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,77.61904761904762,78.0952380952381,7.142857142857142,7.6190476190476195,32.857142857142854,14.285714285714285,16.666666666666664,35.23809523809524,43.333333333333336,,,,,,,,,,,,34.8,77.61904761904762,78.0952380952381,7.142857142857142,7.6190476190476195,32.857142857142854,40.7,14.285714285714285,16.666666666666664,35.23809523809524,43.333333333333336,27.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Max Kilman,Wolverhampton Wanderers,3.8,46.5,51.9,86.3,4.0,0.0,1.0,,,0.3,76.9,4.7,179.0,1.1,0.0,0.03,0.0,1.8,2.5,0.05,1.0,,,2.0,1.0,39.0,0.2,42.9,1.0,37.0,1.0,38.0,,,6.9,1.0,0.1,1.6,,,0.6,44.7,,,2.0,0.0,17.0,0.4,0.4,7.0,3420,38,ENG,14.3,2.0,0.05,0.0,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,5.238095238095238,3.8095238095238098,49.523809523809526,87.14285714285714,87.14285714285714,72.38095238095238,66.66666666666666,88.57142857142857,68.57142857142857,,,,,,,,,,,,58.8,5.238095238095238,3.8095238095238098,49.523809523809526,87.14285714285714,87.14285714285714,46.6,72.38095238095238,66.66666666666666,88.57142857142857,68.57142857142857,74.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Maxime Estève,Burnley,,,,,,,,,,,,,,0.2,0.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1,,,1312,16,FRA,,0.0,,0.0,DF,21.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Michael Olise,Crystal Palace,1.8,71.4,35.7,83.1,9.0,6.0,3.0,,,2.8,54.8,0.6,9.0,5.0,6.0,0.35,0.4,5.5,6.5,0.39,0.9,,,10.0,0.8,11.0,1.5,36.8,,,,,,,7.71,5.0,0.5,2.3,,,0.7,52.6,6.0,5.0,10.0,1.0,36.0,2.5,4.0,0.0,1277,19,FRA,17.5,10.0,0.7,,"FW,MF",21.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,97.53086419753086,100.0,93.0379746835443,96.20253164556962,93.0379746835443,63.92405063291139,94.30379746835443,89.24050632911393,32.91139240506329,70.98765432098766,83.1,,,,,,,,,,,,,,,,,,,,,,93.0379746835443,63.92405063291139,94.30379746835443,89.24050632911393,32.91139240506329,70.98765432098766,74.1,100.0,93.0379746835443,97.53086419753086,96.20253164556962,96.7,,,,,,,,,6.0,True,4.0,True
Michail Antonio,West Ham United,0.4,53.3,9.1,64.6,1.0,2.0,6.0,,,1.5,52.7,0.2,4.0,1.3,2.0,0.07,0.1,5.8,5.4,0.3,1.3,,,6.0,0.2,4.0,0.7,46.7,0.2,3.0,,,,,6.61,0.0,0.7,1.0,,,0.4,53.3,2.0,1.3,6.0,0.0,8.0,0.4,1.6,6.0,1710,26,JAM,20.0,6.0,0.32,0.0,FW,33.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,1.8518518518518516,24.68354430379747,32.91139240506329,60.75949367088608,46.835443037974684,43.67088607594937,6.962025316455696,15.18987341772152,74.68354430379746,83.9506172839506,39.1,,,,,,,,,,,,,,,,,,,,,,46.835443037974684,43.67088607594937,6.962025316455696,15.18987341772152,74.68354430379746,83.9506172839506,45.2,24.68354430379747,32.91139240506329,1.8518518518518516,60.75949367088608,30.1,,,,,,,,,6.0,True,4.0,True
Micky van de Ven,Tottenham Hotspur,1.6,60.3,64.6,94.3,,,,,,0.6,62.5,2.7,71.0,0.3,0.0,0.01,0.0,1.0,1.1,0.04,0.5,,,3.0,0.7,18.0,0.1,37.5,0.6,15.0,1.0,27.0,,,7.12,1.0,0.1,2.7,,,1.3,71.4,,,3.0,0.0,1.0,0.0,0.3,5.0,2342,27,NED,37.5,3.0,0.12,0.0,DF,22.0,Defender,9.0,7.0,1.2857142857142858,100.0,69.04761904761905,95.23809523809523,13.80952380952381,46.666666666666664,54.761904761904766,86.66666666666667,99.04761904761905,41.42857142857143,89.52380952380953,,,,,,,,,,,,66.2,69.04761904761905,95.23809523809523,13.80952380952381,46.666666666666664,54.761904761904766,55.9,86.66666666666667,99.04761904761905,41.42857142857143,89.52380952380953,79.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Miguel Almiron,Newcastle United,0.6,65.0,30.4,85.8,6.0,1.0,4.0,,,1.1,51.1,0.6,12.0,2.4,1.0,0.11,0.0,4.5,4.5,0.21,0.7,,,3.0,0.5,10.0,0.6,29.3,0.1,2.0,,,,,6.84,0.0,0.8,1.9,,,1.1,66.7,1.0,2.4,3.0,0.0,24.0,1.1,1.9,2.0,1945,33,PAR,7.3,3.0,0.14,0.0,FW,29.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,37.03703703703704,43.67088607594937,7.59493670886076,37.9746835443038,8.860759493670885,22.78481012658228,15.822784810126583,8.860759493670885,10.126582278481013,11.728395061728394,20.4,,,,,,,,,,,,,,,,,,,,,,8.860759493670885,22.78481012658228,15.822784810126583,8.860759493670885,10.126582278481013,11.728395061728394,13.0,43.67088607594937,7.59493670886076,37.03703703703704,37.9746835443038,31.6,,,,,,,,,6.0,True,4.0,True
Milos Kerkez,Bournemouth,1.0,32.4,22.1,77.2,3.0,1.0,2.0,,,0.5,50.0,2.6,56.0,1.2,1.0,0.06,0.0,1.2,0.6,0.05,1.1,,,,0.9,20.0,0.2,31.3,0.5,11.0,,,1.0,1.0,6.54,0.0,0.5,1.5,,,1.2,55.3,1.0,1.2,,,12.0,0.5,0.7,4.0,1975,28,HUN,0.0,0.0,0.0,1.0,DF,19.0,Defender,9.0,7.0,1.2857142857142858,100.0,60.476190476190474,27.61904761904762,35.23809523809524,41.904761904761905,45.23809523809524,5.238095238095238,20.952380952380953,13.333333333333334,17.61904761904762,,,,,,,,,,,,29.7,60.476190476190474,27.61904761904762,35.23809523809524,41.904761904761905,45.23809523809524,42.1,5.238095238095238,20.952380952380953,13.333333333333334,17.61904761904762,14.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Mohamed Salah,Liverpool,0.9,64.9,25.1,75.7,22.0,10.0,17.0,,,1.0,35.5,0.0,1.0,7.5,10.0,0.27,0.4,21.2,23.2,0.75,0.4,,,18.0,0.1,2.0,2.0,49.1,0.0,1.0,,,1.0,0.9,7.64,8.0,1.0,1.5,,,0.4,64.7,10.0,7.5,18.0,5.0,66.0,2.3,4.0,2.0,2535,32,EGY,15.8,18.0,0.64,0.0,FW,31.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,92.5925925925926,94.9367088607595,93.0379746835443,30.37974683544304,88.60759493670885,96.20253164556962,94.30379746835443,98.10126582278481,82.27848101265823,62.96296296296296,83.3,,,,,,,,,,,,,,,,,,,,,,88.60759493670885,96.20253164556962,94.30379746835443,98.10126582278481,82.27848101265823,62.96296296296296,87.1,94.9367088607595,93.0379746835443,92.5925925925926,30.37974683544304,77.7,,,,,,,,,6.0,True,4.0,True
